artists,track_name,popularity,profile,pca_1,pca_2
TANK 呂建忠,Three Kingdom Love,40,Bailable y positivo,1.2692,0.4057
John Mayer,Why Georgia,64,Intenso y oscuro,0.3867,0.0842
AronChupa;Little Sis Nora,Llama In My Living Room,57,Bailable y positivo,0.8486,1.1172
Lorne Balfe,Slave Champion,17,Intenso y oscuro,-2.338,-2.21
AFI,Halloween,0,Intenso y oscuro,0.0207,-1.8007
Donna Summer,Christmas Spirit,0,Acústico y calmado,-1.8226,0.7659
Hank Williams,I'm Satisfied With You,19,Bailable y positivo,-0.0717,2.9469
Badshah;Harrdy Sandhu;Lisa Mishra;Asees Kaur,Chandigarh Mein,59,Bailable y positivo,1.324,0.2105
Lasse Stefanz;Monia Sjöström,Jackson,33,Directo y hablado,2.0501,-0.1625
Bengt Sändh;Rune Andersson,Jag har aldrig varit på snusen,37,Bailable y positivo,0.022,1.7637
KAROL G,Punto G,0,Bailable y positivo,2.0193,1.1751
Kevin Saunderson,Tranzister - Extended Mix,10,Intenso y oscuro,0.7884,-0.3174
Babik Reinhardt,Djangologie,45,Acústico y calmado,-1.3363,1.0883
Omar S,100% House,5,Bailable y positivo,0.6689,1.227
Study Music & Sounds,Study Music for Focus (Alpha Waves),42,Acústico y calmado,-4.8283,-0.5936
Joan Sebastian;José Manuel Figueroa II,Juanita (Flor De Walamo) - En Vivo,45,Directo y hablado,1.0564,0.2685
DJ Roger Vale;Zack Vox;Gabriel Bulian;Brunno Ramos,Metas e Versos (feat. Brunno Ramos),40,Intenso y oscuro,0.3191,-0.2477
Beenie Man;Akon,Girls,36,Bailable y positivo,1.9308,0.1702
Guayacán Orquesta,Un Amor Bonito,35,Bailable y positivo,1.9545,1.7781
ssshhhiiittt!,Ночь,53,Bailable y positivo,0.1482,0.7409
Paquito Guzman,Cinco Noches,30,Bailable y positivo,0.9047,0.9493
Joel Corry;Mabel,I Wish,0,Bailable y positivo,1.525,0.7006
Rammstein,Was ich liebe,65,Bailable y positivo,0.7002,0.2202
Authen,Sanak,43,Bailable y positivo,0.495,1.5476
Filipe Escandurras,"Não, Não Vou - Passa Lá em casa",42,Bailable y positivo,1.0221,0.5018
Skeng,Life Changes,2,Acústico y calmado,-0.8152,1.5831
Spice;Epik Jones;No Saints,Cool It (No Saints Remix),29,Bailable y positivo,2.1145,1.2128
Excision;Wooli;Trivecta;Julianne Hope,Oxygen,50,Intenso y oscuro,-0.5306,-0.318
The Devil Makes Three,Working Man's Blues,25,Acústico y calmado,-0.947,1.9763
Toddler Tunes,"Head, Shoulders, Knees and Toes",61,Bailable y positivo,1.5309,1.658
Berg,See It Coming,51,Intenso y oscuro,0.0026,-1.3514
Olivia Newton-John,Physical - Remastered 2021,69,Bailable y positivo,1.5809,1.2748
Erik Nieder,Faithful,61,Intenso y oscuro,0.0901,-0.6318
Karen Marie Garrett;Desiree Goyette,Mother's Prayer (With Vocals) [feat. Desiree Goyette],20,Acústico y calmado,-4.1093,0.0051
Rafael Vázquez;Rondalla Mexicana Del Chato Franco,El Candado,33,Directo y hablado,-0.375,1.0835
Nora Van Elken,I Wanna Dance With Somebody (Who Loves Me),61,Bailable y positivo,0.9524,1.0227
Hermetica,Desde el Oeste,29,Intenso y oscuro,0.835,-0.7827
Danko Jones,Get to You,37,Bailable y positivo,1.0893,0.1338
Los Freddy's,Tu inolvidable sonrisa,37,Bailable y positivo,0.3842,2.0625
The Doors,Alabama Song (Whisky Bar),57,Bailable y positivo,0.5422,1.2262
The Chemical Brothers,Galvanize,64,Bailable y positivo,1.0569,-0.3317
Henry Jackman;Matthew Margeson,Manners Maketh Man,45,Acústico y calmado,-2.9244,-0.0116
Patrick O'Hearn,Like So Much Lost Time,21,Acústico y calmado,-4.9027,-0.5271
Rob Cantor,"Ladybird, Ladybird",32,Acústico y calmado,-3.2175,0.8351
Jacob David;Elliott Jacqués,Stundom,53,Acústico y calmado,-3.8823,0.4878
Nikolai Erdenko,На заре ты ее не буди,0,Acústico y calmado,-1.4581,1.2813
Dodge & Fuski;Nick Thayer;Barely Alive,Playboy - Barely Alive Remix,40,Intenso y oscuro,1.6991,-1.1264
Crows in the Rain,They Sing Sagas of My Death,13,Intenso y oscuro,-2.4082,-2.4078
Lady Gaga,Poker Face,0,Bailable y positivo,1.9672,1.2629
Ray Price,Heart Over Mind,11,Bailable y positivo,-0.282,0.7578
Parabellum,Ilot Amsterdam,32,Intenso y oscuro,0.5411,-1.2971
Hiroyuki Sawano,Vogel Im Kafig,57,Acústico y calmado,-3.3132,-1.6887
Avicii,Heaven,0,Bailable y positivo,1.0353,-0.1359
Leo Ku,愛得太遲,50,Bailable y positivo,-0.4612,1.2871
Mac Miller;Ty Dolla $ign,Cinderella,0,Intenso y oscuro,-0.5904,-0.88
Cuco Sánchez,Vencida,26,Acústico y calmado,-3.0781,1.2708
Gusttavo Lima,Ponto G,51,Bailable y positivo,0.2706,1.6708
Bodyrox,Yeah Yeah - D Ramirez Vocal Club Mix,29,Bailable y positivo,0.8503,0.1412
Ilaiyaraaja,"Kannu Pada (From ""Chinna Gounder"")",44,Bailable y positivo,0.7034,1.2658
Brennan Story,Rain on the Window,39,Bailable y positivo,0.9659,-0.0784
Vypsana Fixa,Schovaná,36,Bailable y positivo,1.2988,-0.3798
Marina Sena,Pelejei - ESPECIAL,46,Bailable y positivo,0.9444,2.0391
Barlow & Bear;Abigail Barlow;Emily Bear,Burn for You,56,Acústico y calmado,-1.5277,0.3349
Israel Salazar,Fé Inabalável,40,Acústico y calmado,-0.7402,0.2347
Hariprasad Chaurasia,Bhupali,44,Acústico y calmado,-2.6723,1.3053
Passion;Kristian Stanfill,More Like Jesus - Live,47,Intenso y oscuro,-0.1227,-1.4718
Neil Young,Harvest Moon,68,Acústico y calmado,-0.7754,1.2514
Vini Vici;Astrix,Adhana,54,Intenso y oscuro,-0.1121,-1.8417
Biscits;MY M8 JAY,Speakerphone,42,Bailable y positivo,1.8035,0.9038
Charlie Cunningham,Permanent Way,20,Acústico y calmado,-1.2955,0.6968
Joe Vasconcellos,"Preemergencia - Live From Santiago,Chile/1999",36,Directo y hablado,2.3211,-0.9944
Dead by April,Numb,40,Intenso y oscuro,0.2187,-0.6521
『ユイカ』,恋泥棒。,59,Bailable y positivo,1.4658,1.0453
João Gilberto;Caetano Veloso;Gilberto Gil,Bahia com H,28,Acústico y calmado,-1.6856,1.7676
Katsu Hoshi,Main Theme,56,Acústico y calmado,-4.222,-0.0655
Kevin Roldan,PPP,0,Bailable y positivo,1.106,1.525
Jaymes Young,Habits of My Heart,0,Acústico y calmado,-0.6413,0.1476
Alan Jackson,Good Time,71,Bailable y positivo,1.5223,-0.0256
Confess,Edge of Mind,0,Intenso y oscuro,0.842,-1.083
Jamie Cullum,It's Christmas,0,Bailable y positivo,-0.3153,0.593
Lola Indigo,Las Solteras,0,Bailable y positivo,1.629,1.2215
Luis Fonsi;Daddy Yankee,Despacito (Featuring Daddy Yankee),61,Bailable y positivo,1.5891,0.8019
iamalex;Felty;Blossum,Kiss Me,55,Acústico y calmado,-2.2418,1.2076
Keeno;Becca Jane Grey,Light Cascading,18,Intenso y oscuro,0.1132,-0.7718
JPEGMAFIA,Baby I'm Bleeding,55,Bailable y positivo,1.722,-0.2843
Leah Nobel,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",57,Bailable y positivo,0.9692,1.5627
Deepend;YouNotUs;Martin Gallop,Woke up in Bangkok,62,Bailable y positivo,0.6912,0.5134
Sexteto Mayor,Adios Nonino,21,Acústico y calmado,-2.3492,0.2256
"Jimmy ""Bo"" Horne",Gimme Some,36,Bailable y positivo,1.7407,1.7104
HXGO,Talkaboutit,28,Bailable y positivo,-0.0851,2.6746
Daniel Lo;林淑容,無言的結局,27,Bailable y positivo,0.0932,1.0267
Gershon Jackson;Eli Escobar,Take It Easy - Eli Escobar Remix,5,Intenso y oscuro,0.8613,-0.1074
Tina Turner,Proud Mary,67,Intenso y oscuro,-0.371,-0.3337
Hate,Triskhelion,20,Intenso y oscuro,0.2179,-2.728
Sorriso Maroto;Coral Resgate,Brigas por Nada (feat. Coral Resgate) - Ao Vivo,48,Bailable y positivo,-0.2627,0.0603
The Beach Boys,I Get Around (Mono),66,Intenso y oscuro,-0.3235,0.138
Maduk,Go Home,34,Intenso y oscuro,0.6832,-1.5747
Underground Resistance,The Seawolf,25,Intenso y oscuro,0.5783,-0.9028
ONE OK ROCK,Wasted Nights,56,Intenso y oscuro,0.7046,-0.3284
Hansel Camacho,Es Por Que Te Amo,36,Bailable y positivo,1.1661,1.6491
Ella Fitzgerald,Sleigh Ride,0,Acústico y calmado,-0.9063,1.7183
Yonca Evcimik,Cesaretim Yok,40,Acústico y calmado,-0.5904,1.054
Above & Beyond;Zoë Johnston;A.M.R,Love Is Not Enough - A.M.R Remix,28,Intenso y oscuro,-0.7268,-1.3902
Odium,The Weekend,56,Intenso y oscuro,0.975,-1.9269
Melanie Martinez,Dollhouse,74,Directo y hablado,1.2931,-0.6897
DJ Hype,Dawn Of The Fever,16,Bailable y positivo,1.0729,-0.2134
Allman Brothers Band,Midnight Rider,1,Intenso y oscuro,-0.0664,-0.0434
Feid;Dalex,Ron - Remix,3,Bailable y positivo,1.5744,1.1517
Burgerkill,Penjara Batin,27,Intenso y oscuro,0.2129,-1.6796
Glee Cast,Toxic,46,Bailable y positivo,0.6711,0.2252
Enemy Soil,Sentencing,16,Intenso y oscuro,0.0646,-1.9777
Lucas Cervetti,"Frecuencia Álmica, Pt. 11",25,Acústico y calmado,-2.9596,0.3123
Hardwell,REBELS NEVER DIE,57,Directo y hablado,-0.2518,-3.2829
Miranda!,Dice Lo Que Siente,41,Intenso y oscuro,1.0512,-0.2368
Kiko Dinucci e Bando Afro Macarrônico,Engasga Gato,20,Bailable y positivo,1.1074,1.6729
Tritonal,Tritonia - Intro,0,Directo y hablado,0.3195,-1.4091
Los Abuelos De La Nada,Sin Gamulán,0,Bailable y positivo,-0.4551,0.9025
Eterna Inocencia,Cosas por Hacer,32,Intenso y oscuro,0.8157,-0.5856
MEDUZA;Becky Hill;Goodboys,Lose Control,1,Bailable y positivo,0.3064,0.5017
White Noise Meditation,Fan - Loopable with No Fade,44,Acústico y calmado,-5.2037,-1.0748
Absolute Valentine,Police Heartbreaker,42,Intenso y oscuro,0.0943,-2.0544
RADWIMPS,Hyperventilation,54,Bailable y positivo,1.7446,0.0687
Chess In Concert,Heaven Help My Heart,23,Acústico y calmado,-2.4714,-0.8857
Elvis Costello,Little Palaces,22,Bailable y positivo,-0.1667,0.8842
Yanni,To The One Who Knows,36,Acústico y calmado,-4.1498,-0.7719
Rusha & Blizza,Huzur (Reprise),59,Acústico y calmado,-0.9826,0.2265
GHASTLY;MOONBOY,Psycho,44,Directo y hablado,1.2593,-2.6979
Siouxsie and the Banshees,Halloween,1,Intenso y oscuro,0.2728,-1.7639
Vomit Forth,Seething Malevolence,23,Intenso y oscuro,0.5111,-1.903
Leon Lai,願你今夜別離去 - 無綫電視劇《原振俠》主題曲,21,Bailable y positivo,0.928,0.45
Babasónicos,Deléctrico,47,Bailable y positivo,1.5909,0.1829
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,0,Acústico y calmado,-1.4192,2.0795
Annie Lennox,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",3,Acústico y calmado,-0.5981,0.538
Los Solitarios,Somos un corazón,29,Intenso y oscuro,-0.405,0.0444
Edy Britto & Samuel,Vou Beber de Novo / Estrela Caída / Momentos Felizes - Ao Vivo,44,Directo y hablado,-0.0899,-0.9405
SEVENTEEN,Left & Right,70,Bailable y positivo,1.9485,1.1441
Killswitch Engage,Holy Diver,64,Intenso y oscuro,0.7008,-1.7817
Exaltasamba,"Eu Não Consigo Sem Você - Ao Vivo Na Ilha Da Magia,Brasil/2008",41,Directo y hablado,0.4407,-0.1653
Stevie Wonder,The Little Drummer Boy,0,Acústico y calmado,-0.752,0.4901
Arch Enemy,The World Is Yours,52,Intenso y oscuro,-0.3009,-2.6199
Black Label Society,The Day That Heaven Had Gone Away,42,Acústico y calmado,-1.2597,-0.4796
Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 9. Variation VIII",20,Acústico y calmado,-2.552,1.2837
David Ogden Stiers;Chie Nagatani;Nina Flyer,The Carnival of the Animals: Kangaroos (feat. Nina Flyer & Chie Nagatani),20,Acústico y calmado,-2.3724,1.5065
Adriana Calcanhotto,Mulher Sem Razão,41,Bailable y positivo,-0.5178,2.2579
Elaine Martins,Santificação,46,Intenso y oscuro,0.2477,-0.0732
Glee Cast,Santa Baby,16,Bailable y positivo,-0.3776,1.5856
Germaine Franco,Lern die Familie kennen,29,Acústico y calmado,-1.2134,0.9149
ZZ Top,Gimme All Your Lovin',71,Bailable y positivo,1.1822,0.3246
Fonzi M,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version] - Piano Arrangement",41,Acústico y calmado,-3.2404,-0.2554
Lost Fables,Novi Sad,59,Acústico y calmado,-4.5014,-0.4435
Tristan Prettyman,Who We Are,48,Intenso y oscuro,-0.3825,-0.4678
Benjamin Britten;English Chamber Orchestra,"Simple Symphony, Op. 4: II. Playful Pizzicato",0,Acústico y calmado,-3.1828,0.4641
Jarabe De Palo,Agua,68,Bailable y positivo,-0.3562,2.217
Paul Cardall,Amazing Grace,21,Acústico y calmado,-4.1658,-0.1322
Moodymann,M Traxx,21,Directo y hablado,0.6437,-0.8669
Satwant Kaur;Kudrat Kaur,Gidda,35,Bailable y positivo,2.1068,1.5313
Astor Piazzolla,Enrico Iv,16,Acústico y calmado,-1.8289,-0.459
Collabro,Over the Rainbow,19,Acústico y calmado,-2.3393,-0.1387
Exhumed,Blazing Corpse,13,Intenso y oscuro,-0.9659,-2.736
Fazilpuria;Afsana Khan,Lala Lori,56,Bailable y positivo,1.5991,1.0006
Dr Meaker;Romaine Smith;Serum,Remedy - Serum & Dr Meaker Remix,25,Intenso y oscuro,0.6787,-0.8893
TRUSTcompany,Downfall,64,Intenso y oscuro,0.7233,-1.4439
Hayko Cepkin,Destina - Yeni Türkü Zamansız,41,Intenso y oscuro,-0.7506,-1.3834
Die Draufgänger,Cordula Grün,0,Bailable y positivo,1.63,1.4198
Jota Quest,Amor Maior - Acústico,51,Directo y hablado,-0.288,-0.8474
Calvin Harris,Feel So Close - Radio Edit,80,Bailable y positivo,2.1997,0.5888
Rammstein,Hallomann,54,Intenso y oscuro,-0.2501,-0.9988
Sonny Fodera;Dom Dolla,Moving Blind,40,Bailable y positivo,1.6631,0.4481
Jobii;Guustavv,Full of Giants,5,Bailable y positivo,-0.078,-0.0768
Bruna Karla;Fernanda Brum,Deixar a Lágrima Rolar (Ao Vivo),41,Intenso y oscuro,-0.3678,0.0947
Lamb of God,Grayscale,51,Intenso y oscuro,1.1225,-1.6776
Contra,Hayırlara Ola,44,Intenso y oscuro,-0.1616,0.4744
Basiani Ensemble,Gandagana,43,Acústico y calmado,-2.0399,1.3103
George Jones,Jambalaya (On The Bayou),10,Bailable y positivo,-0.5282,1.819
Kemuel,Me Lembro - Acústico,44,Acústico y calmado,-1.9685,0.8758
Nikolai Erdenko,"О, день",1,Acústico y calmado,-0.9823,0.1779
twocolors;Kairos Grove,BACK TO LIFE - TC/TC,0,Intenso y oscuro,0.6643,-1.1803
Wolfgang Amadeus Mozart;Ingrid Haebler,"12 Variations in B-Flat Major, K. 500",3,Acústico y calmado,-3.4663,0.7146
Christian Löffler,Ry - Edit,40,Intenso y oscuro,-0.8536,-0.2258
Arvid Nero,Out In The Night,28,Acústico y calmado,-1.1418,0.3783
De Doelleazen,Intro - Wy Jouwe Gas,17,Bailable y positivo,1.8635,-0.0744
Cassiane,Esconderijo do Altíssimo,39,Intenso y oscuro,-0.0384,-0.1424
Generic Animal;Massimo Pericolo,Scherzo (feat. Massimo Pericolo),36,Directo y hablado,-0.2712,-0.9355
Selena Gomez,Dance Again,0,Bailable y positivo,0.8649,0.5895
Atif Aslam;Pritam,Tu Jaane Na,72,Bailable y positivo,1.376,1.0734
Limão Com Mel,Toma Conta De Mim - Ao Vivo,38,Intenso y oscuro,0.9686,-1.751
Kim Bo,"Suzume (From ""Suzume no Tojimari"") - Piano Version",37,Acústico y calmado,-3.2497,0.534
Aline Barros,Guarda Tua Fé (Ao Vivo Em Los Angeles),45,Acústico y calmado,-1.1271,1.1383
A Day To Remember,A Shot In The Dark - Live In Switzerland,24,Intenso y oscuro,0.669,-2.7587
Beyond,灰色軌跡,46,Intenso y oscuro,-0.0074,0.1884
The Black Moods,Saturday Night,28,Intenso y oscuro,0.8598,-0.7445
New Found Glory,Ex-Miss,0,Intenso y oscuro,1.3707,-0.6879
Hans Zimmer;Benjamin Wallfisch,2049,53,Acústico y calmado,-3.2509,-1.8988
Charlie Brown Jr.,No Passo A Passo,38,Intenso y oscuro,1.265,-1.3243
Nonpalidece,Tu Sueño,40,Bailable y positivo,0.7563,1.4805
HUGEL;Jude & Frank;Paolo Pellegrino;Martina Camargo,Rio Rio (feat. Martina Camargo),49,Bailable y positivo,1.4281,-0.3155
Rob Zombie,Superbeast,65,Intenso y oscuro,0.2251,-2.1396
Emma Shapplin,Leonora,21,Intenso y oscuro,-1.3194,-0.8194
GAYLE,god has a sense of humor,36,Acústico y calmado,-0.9431,0.3442
Cardi B;Kehlani,Ring,0,Bailable y positivo,0.8552,0.947
Dr. John,Zu Zu Man,0,Acústico y calmado,-0.5149,1.1745
Halsey,Nightmare,68,Bailable y positivo,0.8675,-0.2327
Los Fabulosos Cadillacs,Matador - En Vivo en Theater at Madison Square Garden,35,Directo y hablado,1.1221,-3.0795
SUPER☆GiRLS,WELCOME☆夏空ピース!!!!!,21,Intenso y oscuro,1.2154,-0.8558
Koo Koo Kanga Roo,This or That,13,Bailable y positivo,1.7136,0.3888
Kodak Black,Super Gremlin,0,Intenso y oscuro,0.3133,-0.167
Mandragora,"Sem Voce, Sou Ninguem",51,Intenso y oscuro,-1.1942,-0.5371
Mariah Angeliq,Perreito,0,Bailable y positivo,0.6169,0.7137
Eliminate,BREAKSH!T,46,Intenso y oscuro,0.2278,-1.0647
Butcher Babies,Grim Sleeper,23,Intenso y oscuro,0.5064,-1.9188
All Time Low,"Merry Christmas, Kiss My Ass",0,Bailable y positivo,1.9595,-0.5865
Hillsong Em Português,Outro Na Fornalha,43,Intenso y oscuro,-0.2261,-0.7736
7 Minutoz,Rap Do Tanjiro: Filho Do Sol (Nerd Hits),44,Bailable y positivo,-0.2913,0.2872
Hank Williams;Drifting Cowboys,Your Cheatin' Heart,45,Acústico y calmado,-0.8275,2.2809
Os Barões Da Pisadinha,Vaqueiro da Zona Rural,41,Bailable y positivo,1.2823,1.6787
CASTLEBEAT,Change Your Mind,56,Intenso y oscuro,-1.5362,-1.6596
Las Pastillas del Abuelo,La Casada,46,Bailable y positivo,0.7583,0.8611
Ray Price,If She Could See Me Now,13,Acústico y calmado,-0.5335,0.8494
Black Eyed Vermillion,Hate & Whiskey,23,Intenso y oscuro,0.0805,-0.4781
Aux 88,We Make Beats,4,Intenso y oscuro,-0.6631,-0.6589
Padra,Jabr,5,Intenso y oscuro,0.3223,-1.5274
Tony Vega,Estoy en el Proceso de Olvidarte,28,Bailable y positivo,0.4645,1.8777
Tears For Fears;Lil Baby,The World Is Yours To Take - Budweiser Anthem Of The FIFA World Cup 2022,62,Bailable y positivo,1.0057,0.5698
Ministério Vineyard,Senhor Te Quero,44,Directo y hablado,-0.0763,-0.5393
Leftover Salmon,Winter's Gone,21,Bailable y positivo,1.6311,0.0539
Coffeekids,Bhare Naina - Lo-Fi Mix,54,Acústico y calmado,-1.5349,1.4163
Elli Noise,Aire Frío,34,Intenso y oscuro,0.1007,-0.9951
Butch,No Worries,21,Bailable y positivo,1.8656,0.2603
Chris Cresswell,To the Wind,25,Intenso y oscuro,-0.3685,-0.3877
Ludovico Einaudi,Rolling Like A Ball,61,Acústico y calmado,-4.6118,-0.2593
黃仲崑,你說過,24,Acústico y calmado,-0.6661,0.7236
Kideko;Armand Van Helden,The Fire,1,Bailable y positivo,2.1204,-0.1326
Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,"Six German Dances, K.509: No. 1 in C",7,Acústico y calmado,-3.1803,0.7672
Forze DJ Team,'98 To Piano,17,Bailable y positivo,1.148,-0.0717
Milking the Goatmachine,Beware of the Wolf,11,Directo y hablado,1.137,-1.8464
Slipknot,Adderall,69,Intenso y oscuro,-0.8182,-1.5394
Gimmik,Syntax,14,Intenso y oscuro,-0.5547,-0.297
Ransom;Mad B,Bomberman 2017,22,Intenso y oscuro,0.1705,-1.6785
Bring Me The Horizon,why you gotta kick me when i'm down?,55,Bailable y positivo,1.0252,-0.0395
Hidra;Hasip Aksu,Gezegen,40,Bailable y positivo,0.7078,1.432
Yusuf Ekşioğlu,Teri Meri,38,Bailable y positivo,0.9808,0.1756
Dj GM;MC Liro;MC Leozinho ZS;Love Funk;Mc Piedro;MC Lemos,Vida de Rei,45,Bailable y positivo,0.084,1.5516
Dan Gibson's Solitudes,Woodland Meditation,26,Acústico y calmado,-3.2417,-0.3612
Au/Ra;Alan Walker;Death Stranding: Timefall,Ghost,58,Bailable y positivo,-0.0694,1.2171
Mr.Children,one two three,32,Intenso y oscuro,0.5075,-0.0312
Charlie Brown Jr.,Quebra-Mar,38,Intenso y oscuro,0.6243,-2.2193
WhoMadeWho,Greyhound,0,Intenso y oscuro,0.7508,-0.0159
Enygma Rapper,???%,44,Intenso y oscuro,0.3485,0.0409
Martin Garrix;Firebeatz,Helicopter - Video Edit,36,Intenso y oscuro,0.2199,-1.4148
slchld,maybe we need a break,61,Acústico y calmado,-1.4775,0.7456
Ondas Delta,Hipnosis Real,24,Acústico y calmado,-4.2717,-0.6544
Cupid;Shirley Murdock,2 Step on My Haters,17,Bailable y positivo,1.8625,1.833
Elaine de Jesus;Vanilda Bordieri;Eliane Silva;Lydia Moisés;Suelen de Jesus;Célia Sakamoto;Elaine Martins;Shirley Carvalhaes,"Deus Tremendo (feat. Vanilda Bordieri, Eliane Silva, Lydia Moisés, Suelen de Jesus, Célia Sakamoto, Elaine Martins & Shirley Carvalhaes) - Ao Vivo",38,Directo y hablado,1.4347,-1.4305
Benediction,The Grey Man,21,Intenso y oscuro,0.7094,-1.096
Coti;Dani Martín,Antes Que Ver El Sol,60,Bailable y positivo,1.4646,0.9901
Keyakizaka46,沈黙した恋人よ,25,Bailable y positivo,0.9929,-0.3121
Cäbränegrä,Desinformação,16,Intenso y oscuro,-0.1858,-3.0863
Cosmic Boys,Arkenstone - Edit,0,Intenso y oscuro,0.0439,-1.0813
Leidy Murilho,Aleluia,33,Bailable y positivo,1.8077,1.067
Ray Price,For The Good Times,14,Acústico y calmado,-1.693,0.3277
Lasse Stefanz,Aldrig har jag älskat så,33,Bailable y positivo,0.9874,1.26
Can Gox,Drama Köprüsü,40,Bailable y positivo,-0.3835,0.213
Antonio Garcia Isaac;Roberto Aguilar;Felipe Gutierrez,Esta Melodia,36,Acústico y calmado,-0.9215,1.1465
Architects,Holy Hell,49,Intenso y oscuro,0.873,-1.2761
Los Locos Del Ritmo,Avientense Todos,34,Bailable y positivo,0.052,1.8436
Gabby Barrett,The Good Ones,0,Intenso y oscuro,-0.2368,-0.0466
Rilès,!I'll Be Back!,52,Bailable y positivo,1.4543,1.1041
Wolfgang Amadeus Mozart;Giuseppe Greco,"Piano Sonata No. 17 in B-Flat Major, K. 570: II. Adagio",6,Acústico y calmado,-3.7697,0.6983
Giuseppe Verdi;Théophile Alexandre;Quatuor Zaïde,"La Traviata, Act 3 Scene 4: Addio del passato (Arr. for Countertenor & String Quartet by Eric Mouret)",29,Acústico y calmado,-3.1815,0.5944
John Williams;Byron Nelson High School Symphony Orchestra;Gary Keller,"Raiders March (From ""Raiders of the Lost Ark"") [Live]",1,Acústico y calmado,-2.609,-0.9305
Joy Division,Love Will Tear Us Apart,66,Intenso y oscuro,0.8134,-0.6833
Nature Sounds Nature Music,Thunderstorm with Rolling Thunder for Meditation,39,Directo y hablado,-1.6139,-4.5676
Michael Ray,Time Marches On (The Bootlegger Sessions),0,Bailable y positivo,0.8864,1.4815
Sara Farell,We Don't Talk Anymore,26,Acústico y calmado,-1.932,-0.1807
Tryo,Récréaction,30,Bailable y positivo,1.5487,1.5815
Lollypop Lorry,I Won't Let You Go (Live),42,Bailable y positivo,1.0521,1.6276
Lalo Ebratt;Trapical,Boomerang,0,Bailable y positivo,1.1437,1.1037
Attila,Lights Out,29,Intenso y oscuro,0.7871,-2.0063
Şehinşah;DJ Artz,Plüton (feat. DJ Artz),48,Bailable y positivo,1.4425,0.2886
Indila,Love Story - Version Orchestrale,51,Acústico y calmado,-1.5363,1.0922
KISS,Hell Or High Water,1,Directo y hablado,1.4095,-1.2662
The Prodigy,Mindfields,49,Intenso y oscuro,0.5113,-0.7889
División Minúscula,Simple,38,Bailable y positivo,0.9011,0.0689
Flatt Lonesome,I’d Miss You,22,Bailable y positivo,0.0896,1.6772
F.I.R.,Lydia,55,Intenso y oscuro,0.2276,-0.1481
